provider_id,provider_name,specialty,city,state,tax_id,license_no
P014900,Barman-Bedi,Cardiology,Madanapalle,Bihar,406431065,LIC381846
P016654,Raman Group,ENT,Amaravati,Uttar Pradesh,944404274,LIC712186
P020209,Prasad and Sons,Cardiology,Kamarhati,Uttarakhand,327963589,LIC288261
P028781,"Bawa, Chad and Vig",Urology,Vijayawada,Goa,734762216,LIC260812
P030928,Murty Group,General Medicine,Satara,Odisha,477926308,LIC824212
P009676,"Kaul, Nanda and Kurian",Dermatology,Bijapur,Uttarakhand,342804554,LIC325643
P030622,Ghosh-Deo,Dermatology,Munger,Punjab,406410859,LIC412608
P011993,Andra LLC,OBGYN,Pudukkottai,Tamil Nadu,891320977,LIC797289
P034503,Pai Inc,General Medicine,Siliguri,Meghalaya,728402905,LIC439803
P020789,"Upadhyay, Raghavan and Thakur",Oncology,Bhopal,West Bengal,194691635,LIC784692
P039366,Vyas Ltd,,Dhanbad,Punjab,XXXXX,BADLIC
P011571,Bakshi Ltd,General Medicine,Tiruppur,Uttarakhand,743288655,LIC966617
P025340,"Kaul, Cheema and Barad",Orthopedics,Mysore,Bihar,410869887,LIC550750
P031972,Sachar-Shenoy,Pediatrics,Vasai-Virar,Punjab,544171186,LIC459106
P021493,Nanda Inc,Dermatology,Hubli–Dharwad,Tripura,710581386,LIC306858
P022470,"Nagi, Sandhu and Badal",ENT,Ambattur,Punjab,424601565,LIC904238
P010417,Devan-Bakshi,Oncology,Munger,Punjab,264291513,LIC494479
P037224,Ben LLC,Neurology,Dharmavaram,Uttar Pradesh,XXXXX,BADLIC
P013974,"Bansal, Sarna and Naik",Pediatrics,Silchar,Sikkim,824875269,LIC854907
P039707,"Varty, Atwal and Shanker",Urology,Bilaspur,West Bengal,XXXXX,BADLIC
P012408,Oak-Vohra,ENT,Delhi,Jharkhand,195305249,LIC113987
P016398,Zachariah Inc,General Medicine,Anand,Sikkim,897595166,LIC610107
P016055,Kala-Bora,Oncology,Malegaon,Chhattisgarh,732007604,LIC150533
P001872,Srinivas and Sons,ENT,Kalyan-Dombivli,Gujarat,348540223,LIC842311
P005766,Pandey Ltd,Neurology,Tinsukia,Punjab,290078553,LIC108699
P003976,Buch-Bandi,ENT,Narasaraopet,Andhra Pradesh,385966261,LIC689103
P031791,Kibe Ltd,Orthopedics,Rajpur Sonarpur,Gujarat,565334175,LIC801115
P023225,Johal-Suresh,OBGYN,Asansol,Karnataka,464417261,LIC175755
P004546,Prabhu PLC,Neurology,Erode,Tripura,332201673,LIC206298
P033902,Malhotra LLC,Urology,Loni,Madhya Pradesh,799522847,LIC195836
P021574,Amble Ltd,Dermatology,Machilipatnam,Tripura,361394553,LIC432309
P013825,"Seth, Sagar and Dar",Neurology,Bettiah,Punjab,698299472,LIC118330
P000704,"Gola, Dhar and Srivastava",Cardiology,Chapra,Meghalaya,763223603,LIC628011
P031838,Kunda-Khurana,Orthopedics,Bareilly,Punjab,565201922,LIC825756
P027708,Mutti-Dhar,Urology,Jorhat,Jharkhand,605179721,LIC747369
P037087,Comar LLC,ENT,New Delhi,West Bengal,XXXXX,BADLIC
P018747,Chander Group,Urology,Gulbarga,Tamil Nadu,783879094,LIC493291
P031995,Lanka PLC,Dermatology,Narasaraopet,Uttar Pradesh,438776852,LIC925622
P034800,"Bhardwaj, Sridhar and Setty",General Medicine,Ulhasnagar,Manipur,374662413,LIC392380
P001793,Chawla-Nagarajan,Dermatology,Chennai,Gujarat,363362017,LIC885842
P004412,"Dutt, Sane and Varughese",Cardiology,Noida,Assam,889374206,LIC528062
P011633,Ramaswamy-Lall,Neurology,Miryalaguda,Assam,460097549,LIC796190
P007578,Wadhwa-Bir,Oncology,Siliguri,Odisha,140545239,LIC934559
P015255,Nath and Sons,Orthopedics,Bidar,Manipur,199090891,LIC736572
P031559,Nagy-Dixit,Oncology,Jamshedpur,Haryana,533645292,LIC660447
P029649,Narula-Modi,Oncology,Karimnagar,Punjab,270365283,LIC260498
P025169,Golla and Sons,Pediatrics,Tirunelveli,Punjab,446098730,LIC251550
P023046,"Dhar, Naidu and Mandal",OBGYN,Pallavaram,Nagaland,952472963,LIC471295
P033112,Seth Ltd,Dermatology,Khora ,Telangana,571461307,LIC939609
P013968,Sekhon and Sons,Urology,Muzaffarpur,Bihar,769965348,LIC569612
P004801,Minhas and Sons,Oncology,Anand,Meghalaya,658514535,LIC450794
P020359,Sarraf-Dixit,Neurology,Bijapur,Uttar Pradesh,618532689,LIC179849
P015355,Balasubramanian Ltd,Oncology,Secunderabad,Goa,795857284,LIC587616
P009857,Sanghvi-Bir,Oncology,Gwalior,Sikkim,579366852,LIC548230
P035012,"Sawhney, Vasa and Chada",Neurology,Muzaffarpur,Haryana,XXXXX,BADLIC
P020936,Basak Inc,Oncology,Varanasi,Punjab,673413034,LIC892653
P010905,Ravel-Dalal,General Medicine,Rampur,Chhattisgarh,574909129,LIC352581
P038358,"Singh, Atwal and Sahni",Pediatrics,Aligarh,Haryana,XXXXX,BADLIC
P027617,Sarkar-Mitter,Neurology,Varanasi,Jharkhand,488389120,LIC362127
P023160,Devan PLC,Pediatrics,Ozhukarai,Madhya Pradesh,708976066,LIC987140
P021437,Radhakrishnan Inc,Neurology,Davanagere,Madhya Pradesh,297020324,LIC830962
P003531,Dixit-Patil,Pediatrics,Nizamabad,West Bengal,675197221,LIC569388
P017426,Banerjee and Sons,Orthopedics,Ulhasnagar,Uttar Pradesh,863839457,LIC575588
P029976,"Sridhar, Ramakrishnan and Kulkarni",Cardiology,Aurangabad,Kerala,440004895,LIC729192
P019743,Sharma-Banerjee,Neurology,Anand,Kerala,227492487,LIC882935
P017142,"Mand, Patel and Parekh",Dermatology,Kakinada,Assam,332924086,LIC996300
P017132,"Bhatia, Master and Parmer",Neurology,Kottayam,Odisha,987749161,LIC228818
P010067,Dass and Sons,ENT,Guntakal,Sikkim,534461068,LIC112346
P007982,"Hayer, Bandi and Garde",Dermatology,Ramgarh,Meghalaya,649624340,LIC892805
P013312,"Yohannan, Devi and Dixit",Pediatrics,Ozhukarai,Rajasthan,229220797,LIC575243
P034459,Ramaswamy-Dugar,Orthopedics,Saharsa,Gujarat,186493183,LIC690404
P035081,"Natarajan, Wason and Chahal",Pediatrics,Bidar,Chhattisgarh,XXXXX,BADLIC
P015661,"Ratta, Kamdar and Khatri",Cardiology,Allahabad,Karnataka,694143630,LIC658855
P024410,Saraf-Padmanabhan,Oncology,Vijayanagaram,Chhattisgarh,801783990,LIC451645
P000945,Uppal Inc,Orthopedics,Rewa,Himachal Pradesh,563318829,LIC237260
P009952,Guha Inc,Cardiology,Kochi,Chhattisgarh,354217427,LIC637100
P015832,"Dutta, Chowdhury and Kota",General Medicine,South Dumdum,Kerala,875065675,LIC107881
P016818,"Bassi, Ramaswamy and Mall",Neurology,Moradabad,Tripura,881723729,LIC386935
P032625,Tailor-Shere,Dermatology,Bahraich,Maharashtra,115727126,LIC748984
P037339,"Halder, Chana and Dixit",Pediatrics,Karaikudi,Haryana,XXXXX,BADLIC
P026319,Naidu PLC,Neurology,Mira-Bhayandar,Meghalaya,780982382,LIC397890
P018780,"Sem, Bajaj and Dyal",Pediatrics,Kakinada,Kerala,110988663,LIC321341
P027398,More and Sons,Neurology,Imphal,Bihar,948037594,LIC600625
P039163,Warrior-Munshi,Dermatology,Bhilwara,Maharashtra,XXXXX,BADLIC
P001603,Ganguly-Nagarajan,Oncology,Kamarhati,Chhattisgarh,980203366,LIC702564
P017250,Sibal-Barman,ENT,Ahmednagar,Punjab,281169266,LIC548609
P002299,Sani-Kara,Pediatrics,Madhyamgram,Nagaland,653495468,LIC824592
P021591,Prabhu-Thakur,General Medicine,Parbhani,Mizoram,718444853,LIC761712
P007997,Bobal Inc,Cardiology,Rourkela,Madhya Pradesh,386323921,LIC951316
P007296,Lall-Dutta,OBGYN,Allahabad,Meghalaya,865543163,LIC328378
P027731,Vora LLC,Dermatology,Patiala,Meghalaya,205813769,LIC593180
P019926,Sidhu-Keer,Cardiology,Ambattur,Telangana,524015101,LIC433306
P030742,"Behl, Pathak and Koshy",OBGYN,Tirupati,Gujarat,442913474,LIC849821
P022885,Tank-Rau,General Medicine,South Dumdum,Odisha,501976030,LIC129975
P029574,"Dora, Bajaj and Cherian",Oncology,Anand,Chhattisgarh,939481261,LIC166087
P027962,Srinivas and Sons,Oncology,Bhubaneswar,Jharkhand,897908106,LIC967588
P036309,"Mutti, Kalla and Bal",Dermatology,Bhagalpur,Rajasthan,XXXXX,BADLIC
P004828,Singh PLC,General Medicine,Pondicherry,Sikkim,458080093,LIC981660
P027155,Ramakrishnan-Krish,Neurology,Begusarai,Gujarat,537206067,LIC241554
P009768,Wason Ltd,General Medicine,Chennai,Maharashtra,696889795,LIC659476
P013520,Swaminathan and Sons,Dermatology,Navi Mumbai,Maharashtra,452326899,LIC113020
P034861,"Majumdar, Pingle and Borah",OBGYN,Mathura,Assam,966628987,LIC816935
P029893,Krish-Manne,Pediatrics,Bhavnagar,Punjab,878441073,LIC627142
P006496,Sarraf PLC,Pediatrics,Munger,Uttar Pradesh,711913342,LIC938126
P012124,"Pandit, Chaudhry and Dhingra",Dermatology,Thiruvananthapuram,Bihar,646900785,LIC333634
P024639,Kamdar-Pal,General Medicine,Ahmedabad,Jharkhand,219283676,LIC972193
P008068,Murty-Dada,Oncology,Sri Ganganagar,Uttarakhand,124074358,LIC335346
P033778,Chatterjee-Hayer,Pediatrics,Nandyal,Rajasthan,331470388,LIC270929
P007506,Chaudhry-Bansal,ENT,Tirunelveli,Himachal Pradesh,920542861,LIC834525
P027601,"Basak, Mannan and Solanki",ENT,Amaravati,Meghalaya,400613510,LIC366967
P027417,"Loyal, Bhandari and Tiwari",Orthopedics,Secunderabad,Haryana,757023244,LIC826656
P029059,Bhatt Group,Dermatology,Vellore,Telangana,355351316,LIC492926
P032967,Dara PLC,Oncology,Imphal,Punjab,124748577,LIC316798
P031848,Bhat LLC,Cardiology,Surendranagar Dudhrej,Manipur,638871274,LIC227518
P034735,Borra-Kothari,Oncology,Gorakhpur,Bihar,810173657,LIC280270
P003845,Patla PLC,OBGYN,Ujjain,Mizoram,436378486,LIC558063
P018986,"Biswas, Gala and Dubey",ENT,Kozhikode,Madhya Pradesh,580769927,LIC853275
P012430,"Bora, Chanda and Borde",Neurology,Pudukkottai,Odisha,411173012,LIC616956
P014153,Lalla and Sons,ENT,Chandigarh,Tamil Nadu,491392050,LIC367350
P006031,Karpe Group,Urology,Kakinada,Odisha,695088098,LIC665965
P038185,Behl-Tella,Oncology,Kozhikode,Chhattisgarh,XXXXX,BADLIC
P015234,"Gour, Kar and Dar",Cardiology,Bettiah,Bihar,751916411,LIC840495
P039071,"Deo, Nadig and Suresh",Orthopedics,Farrukhabad,Manipur,XXXXX,BADLIC
P011572,Mammen Inc,Urology,Jaipur,Bihar,230031595,LIC415757
P033619,Oza-Thakkar,General Medicine,Shimoga,Haryana,139090719,LIC911187
P033388,Issac Ltd,ENT,Bhagalpur,Tripura,612555492,LIC745740
P000253,"Sule, Rajagopal and Nadig",Pediatrics,Bhilai,Manipur,667606047,LIC679848
P018045,"Prakash, Sekhon and Sandal",OBGYN,Kavali,Manipur,414127360,LIC578414
P036243,Sahni-Saini,Pediatrics,Sirsa,Mizoram,XXXXX,BADLIC
P013174,Sarna-Tak,Neurology,Kozhikode,Madhya Pradesh,413163664,LIC490576
P022539,"Bala, Karnik and Bhasin",General Medicine,Nashik,Telangana,928857000,LIC516427
P009080,Tandon Group,Pediatrics,Srikakulam,Uttar Pradesh,908264487,LIC212675
P016035,"Krish, Gour and Brar",ENT,Ahmedabad,Punjab,483545390,LIC666331
P002938,Yohannan-Pant,Oncology,Rampur,Haryana,621713402,LIC815859
P034926,Chada Inc,Cardiology,Kottayam,Assam,530573176,LIC943828
P008303,Setty-Bera,OBGYN,Bharatpur,Madhya Pradesh,594454372,LIC897338
P031429,Chakrabarti Group,Urology,Jehanabad,Punjab,762096605,LIC127028
P034030,Bhagat-Baria,Cardiology,Bareilly,Telangana,155975138,LIC143031
P032299,Ganesh Group,Cardiology,Khammam,Odisha,517982696,LIC226332
P030955,Warrior LLC,Dermatology,Ambarnath,Punjab,550168937,LIC275992
P015397,"Krishna, Zacharia and Jain",ENT,Kurnool,Manipur,565723450,LIC294114
P012412,"Bains, Srinivas and Barman",General Medicine,Belgaum,Haryana,715181589,LIC780132
P029160,"Swaminathan, Guha and Wali",General Medicine,Chennai,Chhattisgarh,440098769,LIC825575
P020259,Borah Group,ENT,Udupi,Telangana,234381743,LIC802077
P000484,Deol-Reddy,Cardiology,Dehradun,Chhattisgarh,531055354,LIC128400
P039332,"Chhabra, Grewal and Wable",Urology,Kurnool,Punjab,XXXXX,BADLIC
P016917,Sethi Group,Neurology,Begusarai,Mizoram,215929928,LIC232673
P019384,"Kaur, Dua and Yohannan",ENT,Nagaon,Himachal Pradesh,668082583,LIC215716
P035115,"Bhasin, Varkey and Muni",Neurology,Junagadh,Tamil Nadu,XXXXX,BADLIC
P036066,Kalita-Nori,Urology,Mira-Bhayandar,Kerala,XXXXX,BADLIC
P033723,"Natarajan, Datta and Yogi",Oncology,Jorhat,Maharashtra,595207058,LIC889249
P023200,Bhatt-Jhaveri,Oncology,Haridwar,Madhya Pradesh,750438552,LIC185151
P009434,"Bhat, Sanghvi and Choudhry",Urology,Guwahati,Assam,619360655,LIC362926
P029820,"Shankar, Dutt and Pillai",Pediatrics,Haridwar,Chhattisgarh,189318531,LIC483091
P029340,Bhatt-Garg,Pediatrics,Silchar,Kerala,179437814,LIC402986
P005876,Devi Ltd,Urology,Amaravati,Goa,224891855,LIC526626
P034305,Karan-Sehgal,ENT,Unnao,Andhra Pradesh,341810288,LIC240521
P027480,"Chauhan, Kakar and Sibal",OBGYN,Ramgarh,Telangana,437292821,LIC966528
P014944,Raju-Modi,Oncology,Raichur,Jharkhand,359024254,LIC236666
P005699,Parekh-Parikh,Pediatrics,Kollam,West Bengal,165385446,LIC964224
P037831,Tak-Varughese,Urology,Munger,Gujarat,XXXXX,BADLIC
P019444,Tak-Ramanathan,Pediatrics,Uluberia,Madhya Pradesh,860741946,LIC462882
P033895,D’Alia-Jaggi,Pediatrics,Gorakhpur,Karnataka,728983029,LIC673480
P005624,Sinha Inc,General Medicine,Gorakhpur,Arunachal Pradesh,866069168,LIC907964
P025575,Rana-Borde,Oncology,Korba,Karnataka,361826559,LIC453104
P035888,Dutt Group,Oncology,Bhagalpur,Mizoram,XXXXX,BADLIC
P016545,"Bala, Yadav and Narayan",Dermatology,Morena,Kerala,787836704,LIC869776
P011590,Raval-Chanda,OBGYN,Hosur,Rajasthan,617835219,LIC902359
P010784,"Tank, Kapadia and Tara",ENT,Udaipur,Telangana,149765858,LIC736362
P015403,"Sampath, Kashyap and Bhargava",Urology,Patiala,Jharkhand,244085441,LIC620891
P031679,Sehgal PLC,ENT,Bongaigaon,Nagaland,703744682,LIC373840
P030934,"Chaudhary, Sen and Chanda",Neurology,Korba,Nagaland,167502092,LIC459487
P031440,"Chaudhary, Sen and Chanda",Dermatology,Jaipur,Karnataka,952817829,LIC458150
P014172,Venkataraman-Srinivasan,General Medicine,Dehradun,Haryana,356694816,LIC117384
P004623,Sarna-Bir,Urology,Pimpri-Chinchwad,Odisha,715862355,LIC320351
P026448,Mammen-Patil,Oncology,Nanded,Telangana,824602077,LIC832418
P023860,"Rege, Chatterjee and Agrawal",ENT,Sambalpur,Madhya Pradesh,953247662,LIC579110
P012053,Pradhan-Menon,Urology,Avadi,Uttar Pradesh,570376421,LIC159324
P015187,Mand-Deo,Neurology,Varanasi,Nagaland,312763725,LIC823220
P008441,Ranganathan Inc,Dermatology,Sikar,Assam,266370757,LIC351853
P002856,"Ramachandran, Bahl and Swaminathan",Dermatology,Gandhidham,West Bengal,764709120,LIC391872
P025799,"Tak, Sagar and Dalal",OBGYN,Ichalkaranji,Odisha,558967235,LIC333825
P014973,"Peri, Khatri and Sur",Oncology,Dibrugarh,Rajasthan,709835215,LIC437746
P031663,Dutta-Sarin,Pediatrics,Etawah,Mizoram,948971315,LIC638819
P026501,"Kohli, Vala and Trivedi",ENT,Anantapur,Odisha,871849541,LIC375750
P005530,Minhas Group,OBGYN,Jamshedpur,Himachal Pradesh,613620910,LIC239533
P012535,"Mishra, Chand and Karan",General Medicine,Chennai,Manipur,850440735,LIC534385
P035441,Bose Ltd,Urology,Guna,Kerala,XXXXX,BADLIC
P005106,"Bal, Mutti and Ray",Urology,Madurai,Nagaland,693292082,LIC506845
P035378,"Chaudry, Setty and Dash",,Cuttack,Jharkhand,XXXXX,BADLIC
P027700,"Pingle, Karnik and Mutti",Dermatology,Sambalpur,Kerala,436111346,LIC732257
P013467,Dey LLC,OBGYN,Darbhanga,Bihar,658938677,LIC476516
P026826,"Sampath, Kashyap and Bhargava",ENT,Hyderabad,Sikkim,829615537,LIC867824
P007534,Karan-Bhatti,Dermatology,Narasaraopet,Karnataka,997880407,LIC282493
P016366,Kota-Kaul,Dermatology,Jalandhar,Assam,893550686,LIC669867
P005080,Yogi Inc,Neurology,Nandyal,Meghalaya,119050570,LIC839225
P020117,Sura and Sons,Dermatology,Dibrugarh,Himachal Pradesh,835011140,LIC887061
P018637,"Nair, Ahluwalia and Kakar",OBGYN,Howrah,Manipur,338406353,LIC297218
P031577,Thaker Ltd,General Medicine,Ramgarh,Punjab,915797504,LIC102950
P010207,Deep-Modi,General Medicine,Varanasi,Punjab,580288910,LIC286625
P018600,"Bajwa, Mitter and Jaggi",Oncology,Kishanganj,Gujarat,709724824,LIC145810
P019491,Jha LLC,Neurology,Imphal,Kerala,950717787,LIC933307
P002150,"Rajan, Kothari and Sama",General Medicine,Gopalpur,Arunachal Pradesh,827403478,LIC889501
P005161,Mannan-Lad,Urology,Singrauli,Odisha,829506903,LIC773427
P024100,Seshadri PLC,Pediatrics,Thiruvananthapuram,Rajasthan,562525777,LIC157441
P001824,Venkatesh-Warrior,General Medicine,Sagar,Mizoram,366386279,LIC433168
P019462,Rastogi-Batta,OBGYN,Udaipur,Tamil Nadu,201464171,LIC150498
P018214,Wali LLC,Neurology,Medininagar,Telangana,384995100,LIC424052
P009303,Chandra-Majumdar,Oncology,Gandhidham,Odisha,589307527,LIC429312
P024946,"Madan, Sankar and Shere",Orthopedics,Sagar,Rajasthan,479022170,LIC400351
P013818,Vora Group,Oncology,Hazaribagh,Andhra Pradesh,405333686,LIC678861
P025977,Chandra Inc,ENT,Patiala,Goa,326589394,LIC631891
P001249,"Kanda, Korpal and Jayaraman",Urology,Agra,West Bengal,422169467,LIC222469
P031950,"Sheth, Nair and Naidu",Pediatrics,Bhatpara,Chhattisgarh,187834548,LIC817998
P008401,Suresh-Nazareth,Orthopedics,Udaipur,Uttarakhand,605456960,LIC595243
P033644,"Mallick, Bahri and Shere",Orthopedics,Nashik,Assam,751274174,LIC967994
P032791,Mitra-Rout,Oncology,Thrissur,Himachal Pradesh,805139410,LIC183275
P002482,Pradhan-Nath,Urology,Jorhat,Karnataka,246797556,LIC973488
P016141,Mody LLC,Neurology,Bijapur,Madhya Pradesh,149799039,LIC513321
P019185,"Radhakrishnan, De and Ratta",Urology,Panchkula,Mizoram,576521053,LIC100911
P026407,Kurian-Sami,Urology,Hindupur,Tripura,502768704,LIC832036
P012982,"Dugal, Chada and Gandhi",Dermatology,Panihati,Punjab,237658457,LIC660665
P014891,Pradhan-Jhaveri,Urology,Dibrugarh,Bihar,327494615,LIC380367
P013216,"Pathak, Johal and Wadhwa",General Medicine,Morbi,Madhya Pradesh,584382943,LIC215566
P000913,Kumar-Walla,ENT,Tinsukia,Karnataka,742143884,LIC251626
P029958,Bail and Sons,Pediatrics,Baranagar,Arunachal Pradesh,493340173,LIC843618
P005304,Raman-Din,Neurology,Durg,Telangana,735294363,LIC529515
P012797,Kapoor-Rajan,Dermatology,Jamalpur,Karnataka,113029036,LIC186444
P002728,"Sachdev, Sarin and Murthy",Dermatology,Dewas,West Bengal,143067572,LIC117517
P031600,Mandal LLC,Oncology,Belgaum,Mizoram,101482134,LIC359785
P015623,Rai and Sons,Pediatrics,Kanpur,Punjab,601270396,LIC362860
P025778,D’Alia-Yadav,Neurology,Tiruchirappalli,Bihar,850440914,LIC431179
P028238,Dani Group,General Medicine,Nangloi Jat,Telangana,782653051,LIC132713
P017945,Dara Ltd,Dermatology,Maheshtala,Meghalaya,937352348,LIC478147
P023821,"Mandal, Mishra and Panchal",Oncology,Udupi,Punjab,996173435,LIC668731
P016715,"Sandhu, Dixit and Saini",ENT,Haldia,Goa,893670376,LIC903290
P013204,Dyal Inc,OBGYN,Bhind,West Bengal,379147425,LIC676976
P015955,Jayaraman PLC,Cardiology,Bellary,Meghalaya,257017099,LIC382467
P031574,Singh Group,General Medicine,Bhind,Karnataka,369717208,LIC885014
P015599,Sastry PLC,Neurology,Burhanpur,Telangana,671821853,LIC532173
P011738,Hayre-Chaudhuri,Dermatology,Jhansi,Mizoram,901640157,LIC575947
P006909,"Bali, Chana and Kibe",Cardiology,Ballia,Madhya Pradesh,263688733,LIC144602
P017408,Bajwa-Swaminathan,Dermatology,Darbhanga,West Bengal,881920120,LIC814958
P007215,Bhatnagar Ltd,Oncology,Ranchi,Himachal Pradesh,360723645,LIC590402
P034751,"Talwar, Bera and Shan",Orthopedics,Ahmednagar,Bihar,101874357,LIC346610
P006180,Jaggi Inc,Oncology,Machilipatnam,Karnataka,616611171,LIC197692
P018077,"Kota, Prasad and Chhabra",General Medicine,Kottayam,Andhra Pradesh,949907263,LIC905979
P034306,"Shroff, Puri and Ray",ENT,Etawah,Goa,714214631,LIC135391
P007204,"Chakrabarti, Sanghvi and Keer",Cardiology,Rajkot,Assam,314656134,LIC826092
P014114,"Padmanabhan, Bava and Badami",Oncology,Kozhikode,Maharashtra,497766547,LIC180784
P003614,Chaudry LLC,Cardiology,Tiruvottiyur,Haryana,586609914,LIC811358
P003752,Parmer Inc,OBGYN,Durg,Madhya Pradesh,280236090,LIC956466
P005255,Dyal LLC,Dermatology,Ahmednagar,Bihar,849739568,LIC566743
P004604,Dey LLC,Oncology,Kumbakonam,Uttarakhand,575193330,LIC101475
P023272,"Khare, Mann and Karnik",Pediatrics,Miryalaguda,Jharkhand,207090921,LIC339692
P021664,Sood-Bhavsar,Orthopedics,Danapur,Chhattisgarh,337092900,LIC941538
P003891,"Gade, Boase and Talwar",Orthopedics,Ramgarh,Punjab,890484109,LIC605875
P026880,"Sastry, Sawhney and Contractor",Urology,Bhiwani,Haryana,385467649,LIC725190
P038272,"Chaudhari, Rajagopal and Kota",ENT,Kurnool,Sikkim,XXXXX,BADLIC
P028339,"Panchal, Vala and Choudhary",General Medicine,Ozhukarai,Kerala,646445914,LIC767265
P033228,Sekhon-Tailor,ENT,Ichalkaranji,Uttarakhand,172476918,LIC210864
P000674,Konda-Bora,Orthopedics,Srinagar,Bihar,536185544,LIC803343
P035422,Rattan PLC,Urology,Pondicherry,Chhattisgarh,XXXXX,BADLIC
P038494,"Soni, Khosla and Konda",Dermatology,Vasai-Virar,Meghalaya,XXXXX,BADLIC
P016568,"Vasa, Lalla and Sampath",ENT,Asansol,Kerala,998504984,LIC868176
P016468,Tara-Din,Pediatrics,Muzaffarpur,Uttar Pradesh,754446250,LIC523450
P005065,Narayanan Ltd,Neurology,Kolhapur,Nagaland,885149528,LIC673284
P014587,Pillay LLC,Dermatology,Nizamabad,Bihar,976846329,LIC598945
P024880,Murthy LLC,General Medicine,Medininagar,Punjab,355639075,LIC215886
P010641,"Randhawa, Loyal and Tella",Oncology,Tiruvottiyur,Karnataka,596110390,LIC525162
P014941,Chatterjee PLC,Oncology,Avadi,Tripura,611919209,LIC940485
P015128,Parmer and Sons,Oncology,Kadapa,Manipur,678070448,LIC204189
P009217,Panchal LLC,OBGYN,Mirzapur,Goa,610870482,LIC311786
P031478,"Tiwari, Madan and Sarraf",General Medicine,Jehanabad,West Bengal,168539703,LIC167196
P011925,Sastry Group,Cardiology,Sangli-Miraj & Kupwad,Madhya Pradesh,119871282,LIC576913
P001971,Chadha-Karan,Urology,Delhi,Assam,470231208,LIC152059
P014207,Ram Inc,Cardiology,Madhyamgram,Uttarakhand,894635282,LIC192926
P037882,"Sem, Pandit and Mann",Dermatology,Nagpur,Haryana,XXXXX,BADLIC
P026739,Choudhry Ltd,Oncology,Kavali,Bihar,728188409,LIC211699
P009095,"Thaman, Puri and More",Pediatrics,Rajahmundry,Bihar,242048108,LIC529616
P012909,Bedi and Sons,OBGYN,Sri Ganganagar,Tripura,952347051,LIC797185
P032374,Behl-Peri,ENT,Tinsukia,Tamil Nadu,913198475,LIC218275
P038408,Chaudhry Ltd,Orthopedics,Shahjahanpur,Sikkim,XXXXX,BADLIC
P027851,"Handa, Sanghvi and Sahota",Cardiology,Gaya,Meghalaya,994644559,LIC634327
P017432,"Chandran, Pathak and Sama",Orthopedics,Mira-Bhayandar,Gujarat,845724451,LIC808084
P004743,"Setty, Buch and Rout",Urology,Ranchi,Manipur,796665769,LIC875990
P006602,"Dugar, Varkey and Sridhar",General Medicine,Nanded,Rajasthan,546262225,LIC558113
P010855,Mitra-Rout,Oncology,Shahjahanpur,Nagaland,827768930,LIC574965
P019944,Chad-Bhagat,Cardiology,Ludhiana,Punjab,451279703,LIC339293
P019937,Rastogi and Sons,Neurology,Avadi,West Bengal,217065504,LIC311835
P001113,Savant and Sons,OBGYN,Pali,Sikkim,486104857,LIC407144
P022974,Ray PLC,ENT,Panihati,Tripura,521750643,LIC779725
P018835,Bedi-Tella,Neurology,Yamunanagar,Jharkhand,587663163,LIC344360
P031641,Behl PLC,General Medicine,Visakhapatnam,Punjab,459487084,LIC266412
P029061,Tata-Pai,Pediatrics,Gopalpur,Punjab,273640371,LIC678512
P036453,Kulkarni-Bose,OBGYN,Katni,Mizoram,XXXXX,BADLIC
P011908,Bedi Group,Oncology,Pudukkottai,Chhattisgarh,618237866,LIC876919
P002338,Prashad-Bumb,Dermatology,Mehsana,Haryana,781205404,LIC207324
P019214,"Chaudhari, Menon and Gandhi",Dermatology,Chapra,Uttarakhand,757428413,LIC730032
P013352,Dutt Group,Cardiology,Agra,Goa,611437044,LIC573152
P039339,Nayar and Sons,Dermatology,Ratlam,Tripura,XXXXX,BADLIC
P004240,Sethi Group,Pediatrics,Bhavnagar,Uttarakhand,188518864,LIC699957
P021304,Tailor-Shere,Urology,Karawal Nagar,Madhya Pradesh,940793613,LIC655515
P033593,Rao Group,Oncology,Kadapa,Telangana,881003697,LIC328588
P000224,Oza-Thakkar,Neurology,Amroha,Bihar,483408814,LIC626917
P022241,Sarkar-Mitter,OBGYN,Thiruvananthapuram,Manipur,672681507,LIC306251
P023105,"Varughese, Khosla and Konda",Dermatology,Chapra,Punjab,713477492,LIC503893
P010773,"Baral, Karan and Pandya",Pediatrics,Kota,Odisha,163725319,LIC262317
P034807,Ravi Ltd,Dermatology,Rajkot,Andhra Pradesh,195431033,LIC948192
P037208,Sood Inc,Urology,Srikakulam,Mizoram,XXXXX,BADLIC
P017865,"Wason, Pillay and Agarwal",Cardiology,Nagercoil,Odisha,794288544,LIC589171
P028152,Vig and Sons,Orthopedics,Bhilai,Chhattisgarh,552996455,LIC152282
P029645,"Mandal, Agarwal and Devan",Urology,Shivpuri,Tripura,139329177,LIC648934
P011784,"Bhavsar, Saha and Krishna",Oncology,Akola,Telangana,190215680,LIC995043
P025922,Kapur-Mani,ENT,Barasat,Himachal Pradesh,252394654,LIC206175
P016013,Rattan PLC,OBGYN,Hajipur,Kerala,949847331,LIC411629
P006461,Banerjee-Narula,General Medicine,Patiala,Himachal Pradesh,573349928,LIC166625
P006055,Maharaj-Iyer,Neurology,Kavali,Himachal Pradesh,837419669,LIC457742
